Broj izvještaja,Broj naloga,Datum izdavanja,Status verifikacije,Zahtjev za verifikaciju,Metoda,Vrsta,Proizvođač,Uređaj,Serijski broj,Verifikacija ispravna,Spoljašnji pregled 1,Spoljašnji pregled 2,Spoljašnji pregled 3,Spoljašnji pregled 4,VERIFIKACIJA GREŠKE MJERILA:,1: Zadana vrijednost [ml],1: Mjerena vrijednost [ml],1: Greška mjerenja [ % ],1: Dozvoljeno odstupanje  [ ± % ],1: Usklađeno,2: Zadana vrijednost [ml],2: Mjerena vrijednost [ml],2: Greška mjerenja [ % ],2: Dozvoljeno odstupanje  [ ± % ],2: Usklađeno,3: Zadana vrijednost [ml],3: Mjerena vrijednost [ml],3: Greška mjerenja [ % ],3: Dozvoljeno odstupanje  [ ± % ],3: Usklađeno,4: Zadana vrijednost [ml],4: Mjerena vrijednost [ml],4: Greška mjerenja [ % ],4: Dozvoljeno odstupanje  [ ± % ],4: Usklađeno,5: Zadana vrijednost [ml],5: Mjerena vrijednost [ml],5: Greška mjerenja [ % ],5: Dozvoljeno odstupanje  [ ± % ],5: Usklađeno,6: Zadana vrijednost [ml],6: Mjerena vrijednost [ml],6: Greška mjerenja [ % ],6: Dozvoljeno odstupanje  [ ± % ],6: Usklađeno,VERIFIKACIJA GREŠKE MJERILA:,19: Zadana vrijednost [%],19: Mjerena vrijednost [%],19: Greška mjerenja [ % ],19: Dozvoljeno odstupanje  [ ± % ],19: Usklađeno,20: Zadana vrijednost [%],20: Mjerena vrijednost [%],20: Greška mjerenja [ % ],20: Dozvoljeno odstupanje  [ ± % ],20: Usklađeno,21: Zadana vrijednost [%],21: Mjerena vrijednost [%],21: Greška mjerenja [ % ],21: Dozvoljeno odstupanje  [ ± % ],21: Usklađeno,22: Zadana vrijednost [%],22: Mjerena vrijednost [],22: Greška mjerenja [ % ],22: Dozvoljeno odstupanje  [ ± % ],22: Usklađeno,23: Zadana vrijednost [%],23: Mjerena vrijednost [%],23: Greška mjerenja [ % ],23: Dozvoljeno odstupanje  [ ± % ],23: Usklađeno,Napomena
1263/19,1263/VL/19,1.4.2019.,Zavrsena,01/6JN-1/15-19,Komparativna,Redovna,Drager,PRIMUS,ARXH-0241,DA,DA,DA,DA,DA,Volumen,"200,00","191,00","4,50","10,00",DA,"300,00","283,00","5,67","10,00",DA,"400,00","377,00","5,75","10,00",DA,"500,00","469,00","6,20","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,54","0,46","1,00",DA,"2,00","1,62","0,38","1,00",DA,"3,00","2,66","0,34","1,00",DA,"4,00","3,70","0,30","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1261/19,1261/VL/19,1.4.2019.,Zavrsena,01/6JN-1/15-19,Komparativna,Redovna,Medec,TRITON,46925,DA,DA,DA,DA,DA,Volumen,"200,00","210,00","5,00","10,00",DA,"300,00","311,00","3,67","10,00",DA,"400,00","425,00","6,25","10,00",DA,"500,00","527,00","5,40","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,67","0,33","1,00",DA,"2,00","1,30","0,70","1,00",DA,"3,00","2,24","0,76","1,00",DA,"4,00","3,28","0,72","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1267/19,1267/VL/19,1.4.2019.,Zavrsena,01/6JN-1/15-19,Komparativna,Redovna,Heinen Lowenstein,LEON PLUS,0209100HUL,DA,DA,DA,DA,DA,Volumen,"200,00","193,00","3,50","10,00",DA,"300,00","297,00","1,00","10,00",DA,"400,00","372,00","7,00","10,00",DA,"500,00","457,00","8,60","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,42","0,58","1,00",DA,"2,00","1,18","0,82","1,00",DA,"3,00","2,36","0,64","1,00",DA,"4,00","3,22","0,78","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1078/19,1078/VL/19,25.3.2019.,Zavrsena,Narudžbenica od 12.03.2019.,Komparativna,Redovna,Datex Ohmeda,AESPIRE,ANCP00947,DA,DA,DA,DA,DA,Volumen,"200,00","220,00","10,00","10,00",DA,"300,00","319,00","6,33","10,00",DA,"400,00","413,00","3,25","10,00",DA,"500,00","503,00","0,60","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,88","0,12","1,00",DA,"2,00","1,88","0,12","1,00",DA,"3,00","2,70","0,30","1,00",DA,"4,00","3,53","0,47","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
318/19,318/VL/19,19.2.2019.,Zavrsena,4500109886 / 13.11.2018.,Komparativna,Redovna,Drager,PRIMUS,ARUN-0143,DA,DA,DA,DA,DA,Volumen,"200,00","191,00","4,50","10,00",DA,"300,00","286,00","4,67","10,00",DA,"400,00","372,00","7,00","10,00",DA,"500,00","480,00","4,00","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,60","0,40","1,00",DA,"2,00","1,75","0,25","1,00",DA,"3,00","2,50","0,50","1,00",DA,"4,00","3,25","0,75","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
320/19,320/VL/19,19.2.2019.,Zavrsena,4500109886 / 13.11.2018.,Komparativna,Redovna,Drager,PRIMUS,ARUN-0162,DA,DA,DA,DA,DA,Volumen,"200,00","192,00","4,00","10,00",DA,"300,00","284,00","5,33","10,00",DA,"400,00","387,00","3,25","10,00",DA,"500,00","476,00","4,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,46","0,54","1,00",DA,"2,00","1,62","0,38","1,00",DA,"3,00","2,35","0,65","1,00",DA,"4,00","3,20","0,80","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
312/19,312/VL/19,19.2.2019.,Zavrsena,Narudžbenica od 15.02.2019.,Komparativna,Redovna,GE Datex Ohmeda,Datex Ohmeda,AMXH00532,DA,DA,DA,DA,DA,Volumen,"200,00","187,20","6,40","10,00",DA,"300,00","275,30","8,23","10,00",DA,"400,00","379,10","5,22","10,00",DA,"500,00","475,20","4,96","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,24","0,76","1,00",DA,"2,00","1,31","0,69","1,00",DA,"3,00","2,43","0,57","1,00",DA,"4,00","3,22","0,78","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
301/19,301/VL/19,18.2.2019.,Zavrsena,4500109886 / 13.11.2018.,Komparativna,Redovna,Drager,PRIMUS,ARUN-0170,NE,DA,NE,DA,NE,Volumen,"200,00","0,00","100,00","10,00",NE,"300,00","0,00","100,00","10,00",NE,"400,00","0,00","100,00","10,00",NE,"500,00","0,00","100,00","10,00",NE,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,00","1,00","1,00",DA,"2,00","0,00","2,00","1,00",NE,"3,00","0,00","3,00","1,00",NE,"4,00","0,00","4,00","1,00",NE,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
302/19,302/VL/19,18.2.2019.,Zavrsena,4500109886 / 13.11.2018.,Komparativna,Redovna,Drager,PRIMUS,ARUN-0167,NE,DA,NE,DA,NE,Volumen,"200,00","0,00","100,00","10,00",NE,"300,00","0,00","100,00","10,00",NE,"400,00","0,00","100,00","10,00",NE,"500,00","0,00","100,00","10,00",NE,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,00","1,00","1,00",NE,"2,00","0,00","2,00","1,00",NE,"3,00","0,00","3,00","1,00",NE,"4,00","0,00","4,00","1,00",NE,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
303/19,303/VL/19,18.2.2019.,Zavrsena,4500109886 / 13.11.2018.,Komparativna,Redovna,Drager,PRIMUS,ARUN-0138,NE,DA,NE,DA,NE,Volumen,"200,00","0,00","100,00","10,00",NE,"300,00","0,00","100,00","10,00",NE,"400,00","0,00","100,00","10,00",NE,"500,00","0,00","100,00","10,00",NE,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,00","1,00","1,00",NE,"2,00","0,00","2,00","1,00",NE,"3,00","0,00","3,00","1,00",NE,"4,00","0,00","4,00","1,00",NE,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
160/19,160/VL/19,30.1.2019.,Zavrsena,Ugovor 01-1557-10/18,Komparativna,Redovna,Mindray,WATO EX-55,ES-42001464,DA,DA,DA,DA,DA,Volumen,"200,00","202,00","1,00","10,00",DA,"300,00","305,00","1,67","10,00",DA,"400,00","417,00","4,25","10,00",DA,"500,00","514,00","2,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,80","0,20","1,00",DA,"2,00","1,72","0,28","1,00",DA,"3,00","2,65","0,35","1,00",DA,"4,00","3,50","0,50","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,GAK sala
161/19,161/VL/19,30.1.2019.,Zavrsena,Ugovor 01-1557-10/18,Komparativna,Redovna,Mindray,Wato EX-55,DB-1910265,DA,DA,DA,DA,DA,Volumen,"200,00","219,00","9,50","10,00",DA,"300,00","291,00","3,00","10,00",DA,"400,00","388,00","3,00","10,00",DA,"500,00","460,00","8,00","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,99","0,01","1,00",DA,"2,00","1,94","0,06","1,00",DA,"3,00","2,77","0,23","1,00",DA,"4,00","3,47","0,53","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
159/19,159/VL/19,30.1.2019.,Zavrsena,Ugovor 01-1557-10/18,Komparativna,Redovna,Mindray,WATO EX-65,ER-5B003705,DA,DA,DA,DA,DA,Volumen,"200,00","203,00","1,50","10,00",DA,"300,00","315,00","5,00","10,00",DA,"400,00","419,00","4,75","10,00",DA,"500,00","510,00","2,00","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,85","0,15","1,00",DA,"2,00","1,30","0,70","1,00",DA,"3,00","2,11","0,89","1,00",DA,"4,00","3,14","0,86","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2833/18,2833/VL/18,27.12.2018.,Zavrsena,Narudžbenica od 26.12.2018.,Komparativna,Redovna,Datex Ohmeda,9100C,ME15110724,DA,DA,DA,DA,DA,Volumen,"200,00","190,00","5,00","10,00",DA,"300,00","297,00","1,00","10,00",DA,"400,00","425,00","6,25","10,00",DA,"500,00","531,00","6,20","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,95","0,05","1,00",DA,"2,00","1,42","0,58","1,00",DA,"3,00","2,61","0,39","1,00",DA,"4,00","3,35","0,65","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2808/18,2808/VL/18,24.12.2018.,Zavrsena,Narudžbenica od 14.12.2018.,Komparativna,Redovna,Mindray,Wato EX-55,ES-3B001262,DA,DA,DA,DA,DA,Volumen,"200,00","204,00","2,00","10,00",DA,"300,00","292,00","2,67","10,00",DA,"400,00","363,00","9,25","10,00",DA,"500,00","513,00","2,60","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,11","0,11","1,00",DA,"2,00","1,81","0,19","1,00",DA,"3,00","3,00","0,00","1,00",DA,"4,00","3,89","0,11","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2811/18,2811/VL/18,24.12.2018.,Zavrsena,Narudžbenica od 17.12.2018.,Komparativna,Redovna,Heinen Lowenstein,Leon plusneo,0200010HUL00201136,DA,DA,DA,DA,DA,Volumen,"200,00","196,00","2,00","10,00",DA,"300,00","279,00","7,00","10,00",DA,"400,00","362,00","9,50","10,00",DA,"500,00","486,00","2,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,28","0,72","1,00",DA,"2,00","1,58","0,42","1,00",DA,"3,00","2,34","0,66","1,00",DA,"4,00","3,10","0,90","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2703/18,2703/VL/18,12.12.2018.,Zavrsena,Narudžbenica od 11.12.2018.,Komparativna,Redovna,GE Datex Ohmeda,AVANCE CS 2 PRO,APKT00467,DA,DA,DA,DA,DA,Volumen,"200,00","200,00","0,00","10,00",DA,"300,00","289,00","3,67","10,00",DA,"400,00","401,00","0,25","10,00",DA,"500,00","487,00","2,60","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,87","0,13","1,00",DA,"2,00","1,77","0,23","1,00",DA,"3,00","2,64","0,36","1,00",DA,"4,00","3,54","0,46","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2605/18,2605/VL/18,6.12.2018.,Zavrsena,Narudžbenica od 28.11.2018.,Komparativna,Redovna,GE Datex Ohmeda,Aespire,ANCN01307,DA,DA,DA,DA,DA,Volumen,"200,00","187,00","6,50","10,00",DA,"300,00","304,00","1,33","10,00",DA,"400,00","402,00","0,50","10,00",DA,"500,00","497,00","0,60","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,26","0,74","1,00",DA,"2,00","1,56","0,44","1,00",DA,"3,00","2,80","0,20","1,00",DA,"4,00","3,59","0,41","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2635/18,2635/VL/18,6.12.2018.,Zavrsena,Narudžbenica od 28.11.2018.,Komparativna,Redovna,Drager,PRIMUS,ARTL-0074,DA,DA,DA,DA,DA,Volumen,"200,00","195,00","2,50","10,00",DA,"300,00","281,00","6,33","10,00",DA,"400,00","426,00","6,50","10,00",DA,"500,00","486,00","2,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,79","0,21","1,00",DA,"2,00","1,79","0,21","1,00",DA,"3,00","2,79","0,21","1,00",DA,"4,00","3,86","0,14","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2639/18,2639/VL/18,6.12.2018.,Zavrsena,Narudžbenica od 28.11.2018.,Komparativna,Redovna,Heinen Lowenstein,LEON PLUS,0200010HUL00200612,DA,DA,DA,DA,DA,Volumen,"200,00","195,00","2,50","10,00",DA,"300,00","280,00","6,67","10,00",DA,"400,00","374,00","6,50","10,00",DA,"500,00","457,00","8,60","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,81","0,19","1,00",DA,"2,00","1,58","0,42","1,00",DA,"3,00","2,65","0,35","1,00",DA,"4,00","3,78","0,22","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2639/18,2639/VL/18,6.12.2018.,Zavrsena,Narudžbenica od 28.11.2018.,Komparativna,Redovna,GE - General Electric,CARESTATION 620,SV618300090WA,DA,DA,DA,DA,DA,Volumen,"200,00","205,00","2,50","10,00",DA,"300,00","311,00","3,67","10,00",DA,"400,00","416,00","4,00","10,00",DA,"500,00","520,00","4,00","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,58","0,42","1,00",DA,"2,00","1,61","0,39","1,00",DA,"3,00","2,24","0,76","1,00",DA,"4,00","3,31","0,69","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2541/18,2541/VL/18,30.11.2018.,Zavrsena,Narudžbenica br. 4500109950,Komparativna,Redovna,Drager,FABIUS TIRO,ASBH-0228,DA,DA,DA,DA,DA,Volumen,"200,00","207,00","3,50","10,00",DA,"300,00","305,00","1,67","10,00",DA,"400,00","378,00","5,50","10,00",DA,"500,00","478,00","4,40","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,89","0,11","1,00",DA,"2,00","1,67","0,33","1,00",DA,"3,00","2,68","0,32","1,00",DA,"4,00","3,87","0,13","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2543/18,2543/VL/18,30.11.2018.,Zavrsena,Narudžbenica br. 4500109950,Komparativna,Redovna,Drager,PRIMUS,ASBJ-0035,DA,DA,DA,DA,DA,Volumen,"200,00","205,00","2,50","10,00",DA,"300,00","315,00","5,00","10,00",DA,"400,00","387,00","3,25","10,00",DA,"500,00","461,00","7,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,45","0,55","1,00",DA,"2,00","1,23","0,77","1,00",DA,"3,00","2,56","0,44","1,00",DA,"4,00","3,78","0,22","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2545/18,2545/VL/18,30.11.2018.,Zavrsena,Narudžbenica br. 4500109950,Komparativna,Redovna,Drager,PRIMUS,ASBJ-0034,DA,DA,DA,DA,DA,Volumen,"200,00","206,00","3,00","10,00",DA,"300,00","310,00","3,33","10,00",DA,"400,00","423,00","5,75","10,00",DA,"500,00","467,00","6,60","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,45","0,55","1,00",DA,"2,00","1,78","0,22","1,00",DA,"3,00","2,26","0,74","1,00",DA,"4,00","3,78","0,22","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2548/18,2548/VL/18,30.11.2018.,Zavrsena,Ugovor br. 4500113124,Komparativna,Redovna,Drager,PRIMUS,ASBJ-0036,DA,DA,DA,DA,DA,Volumen,"200,00","185,30","7,35","10,00",DA,"300,00","278,40","7,20","10,00",DA,"400,00","375,20","6,20","10,00",DA,"500,00","489,50","2,10","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,34","0,66","1,00",DA,"2,00","1,18","0,82","1,00",DA,"3,00","2,87","0,13","1,00",DA,"4,00","3,67","0,33","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2552/18,2552/VL/18,30.11.2018.,Zavrsena,Ugovor br. 4500113124,Komparativna,Redovna,Drager,PRIMUS,ASBJ-0029,DA,DA,DA,DA,DA,Volumen,"200,00","185,30","7,35","10,00",DA,"300,00","285,20","4,93","10,00",DA,"400,00","385,20","3,70","10,00",DA,"500,00","476,40","4,72","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,54","0,54","1,00",DA,"2,00","2,14","0,14","1,00",DA,"3,00","3,06","0,06","1,00",DA,"4,00","4,12","0,12","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2553/18,2553/VL/18,30.11.2018.,Zavrsena,Ugovor br. 4500113124,Komparativna,Redovna,Drager,FABIUS TIRO,ASBH-0229,DA,DA,DA,DA,DA,Volumen,"200,00","186,40","6,80","10,00",DA,"300,00","279,40","6,87","10,00",DA,"400,00","385,20","3,70","10,00",DA,"500,00","497,20","0,56","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,67","0,33","1,00",DA,"2,00","1,87","0,13","1,00",DA,"3,00","2,56","0,44","1,00",DA,"4,00","3,45","0,55","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2530/19,2530/VL/19,29.11.2018.,Zavrsena,Ugovor br. 4500113124,Komparativna,Redovna,Drager,PRIMUS,ASBJ-0019,DA,DA,DA,DA,DA,Volumen,"200,00","185,00","7,50","10,00",DA,"300,00","279,00","7,00","10,00",DA,"400,00","365,00","8,75","10,00",DA,"500,00","456,00","8,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,22","0,78","1,00",DA,"2,00","1,18","0,82","1,00",DA,"3,00","2,65","0,35","1,00",DA,"4,00","3,12","0,88","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2532/19,2532/VL/19,29.11.2018.,Zavrsena,Ugovor br. 4500113124,Komparativna,Redovna,Drager,PRIMUS,ASBJ-0032,DA,DA,DA,DA,DA,Volumen,"200,00","187,00","6,50","10,00",DA,"300,00","276,00","8,00","10,00",DA,"400,00","388,00","3,00","10,00",DA,"500,00","483,00","3,40","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,78","0,22","1,00",DA,"2,00","1,95","0,05","1,00",DA,"3,00","2,67","0,33","1,00",DA,"4,00","3,56","0,44","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2490/18,2490/VL/18,28.11.2018.,Zavrsena,Ugovor od 13.11.2018.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0074,DA,DA,DA,DA,DA,Volumen,"200,00","196,00","2,00","10,00",DA,"300,00","285,00","5,00","10,00",DA,"400,00","369,00","7,75","10,00",DA,"500,00","457,00","8,60","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,00","0,00","1,00",DA,"2,00","2,40","0,40","1,00",DA,"3,00","3,90","0,90","1,00",DA,"4,00","4,20","0,20","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2501/18,2501/VL/18,28.11.2018.,Zavrsena,Ugovor od 13.11.2018.,Komparativna,Redovna,Drager,PRIMUS INFINITY,ASDJ-0271,DA,DA,DA,DA,DA,Volumen,"200,00","193,70","3,15","10,00",DA,"300,00","290,00","3,33","10,00",DA,"400,00","365,90","8,53","10,00",DA,"500,00","460,20","7,96","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,70","0,30","1,00",DA,"2,00","1,50","0,50","1,00",DA,"3,00","2,67","0,33","1,00",DA,"4,00","3,22","0,78","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2503/18,2503/VL/18,28.11.2018.,Zavrsena,Ugovor od 13.11.2018.,Komparativna,Redovna,Drager,PRIMUS INFINITY,ASDJ-0269,DA,DA,DA,DA,DA,Volumen,"200,00","188,00","6,00","10,00",DA,"300,00","276,00","8,00","10,00",DA,"400,00","381,00","4,75","10,00",DA,"500,00","458,00","8,40","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,30","0,70","1,00",DA,"2,00","1,40","0,60","1,00",DA,"3,00","2,25","0,75","1,00",DA,"4,00","3,40","0,60","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2480/18,2480/VL/18,28.11.2018.,Zavrsena,Ugovor od 13.11.2018.,Komparativna,Redovna,Drager,PRIMUS INFINITY,ASDK-0007,DA,DA,DA,DA,DA,Volumen,"200,00","187,00","6,50","10,00",DA,"300,00","290,00","3,33","10,00",DA,"400,00","386,00","3,50","10,00",DA,"500,00","459,00","8,20","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,80","0,20","1,00",DA,"2,00","1,60","0,40","1,00",DA,"3,00","2,30","0,70","1,00",DA,"4,00","3,15","0,85","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2483/18,2483/VL/18,28.11.2018.,Zavrsena,Ugovor od 13.11.2018.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0070,DA,DA,DA,DA,DA,Volumen,"200,00","208,00","4,00","10,00",DA,"300,00","316,00","5,33","10,00",DA,"400,00","421,00","5,25","10,00",DA,"500,00","529,00","5,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,20","0,20","1,00",DA,"2,00","2,50","0,50","1,00",DA,"3,00","3,35","0,35","1,00",DA,"4,00","4,62","0,62","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
